Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,99,191,,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,97,211,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,99,338,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,391,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,338,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,98,329,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,98,324,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,271,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,97,118,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_10,Assessed for Rehabilitation,100,99,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,84,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,92,12,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,98,80,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_6,Discharged on Statin Medication,97,72,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_8,Stroke Education,93,69,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,92,433,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,99,103,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,83,126,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,96,23,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,63,93,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,0,28,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,100,34,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,100,33,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,ED_1b,ED1,248,1213,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,ED_2b,ED2,68,1100,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Failure,HF_1,Discharge instructions,96,119,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Failure,HF_2,Evaluation of LVS Function,95,176,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Failure,HF_3,ACEI or ARB for LVSD,100,32,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Preventive Care,IMM_2,Immunization for influenza,96,965,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,3/31/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Preventive Care,IMM_3_FAC_ADHPCT,Healthcare workers given influenza vaccination,85,2157,,10/1/2013,3/31/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_18b,OP 18,128,1280,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_20,Door to diagnostic eval,26,1306,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_21,Median time to pain med,66,286,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_22,Left before being seen,2,66904,,1/1/2013,12/31/2013
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_23,Head CT results,85,13,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,99,244,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,OP_5,Median Time to ECG,8,251,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,100,79,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,97,79,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",36,174,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,98,170,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,98,125,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,100,383,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,496,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,383,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,100,382,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,99,329,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,367,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,90,169,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_10,Assessed for Rehabilitation,100,160,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,99,156,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,100,17,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,99,171,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_6,Discharged on Statin Medication,90,129,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Stroke Care,STK_8,Stroke Education,95,100,,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,83,423,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,86,144,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,100,53,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,100,12,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,100,40,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,29,14,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,100,251,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,100,262,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,100,37,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Emergency Department,ED_1b,ED1,202,553,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Emergency Department,ED_2b,ED2,93,502,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Failure,HF_1,Discharge instructions,100,54,"2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.",10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Failure,HF_2,Evaluation of LVS Function,100,275,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Heart Failure,HF_3,ACEI or ARB for LVSD,100,72,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Preventive Care,IMM_2,Immunization for influenza,99,522,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,3/31/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Preventive Care,IMM_3_FAC_ADHPCT,Healthcare workers given influenza vaccination,58,1938,,10/1/2013,3/31/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Emergency Department,OP_18b,OP 18,117,373,,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Emergency Department,OP_20,Door to diagnostic eval,9,386,,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Emergency Department,OP_22,Left before being seen,0,41032,,1/1/2013,12/31/2013
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,100,550,,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,99,550,,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2,57,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,97,64,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,99,188,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,100,378,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,102,"2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.",10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,378,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,357,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,100,274,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,267,2 - Data submitted were based on a sample of cases/patients.,10/1/2013,9/30/2014
